150, 580, 30, 17
151, 1851, 19, 17
152, 1899, 71, 1
153, 450, 63, 9
154, 1483, 18, 10
155, 351, 42, 18
156, 942, 76, 4
157, 1679, 72, 10
158, 1974, 23, 4
159, 495, 67, 10
160, 541, 5, 16
161, 1305, 42, 13
162, 549, 65, 10
163, 126, 90, 15
164, 914, 22, 14
165, 1308, 51, 14
166, 1291, 10, 15
167, 774, 96, 14
168, 517, 69, 4
169, 1056, 7, 18
170, 740, 8, 15
171, 1049, 52, 5
172, 447, 70, 14
173, 1849, 19, 19
174, 360, 80, 3
175, 1958, 84, 3
176, 725, 58, 14
177, 853, 80, 18
178, 1089, 65, 7
179, 673, 63, 16
180, 1905, 9, 5
181, 932, 56, 14
182, 1659, 67, 11
183, 1638, 46, 9
184, 1426, 24, 4
185, 638, 61, 18
186, 753, 69, 16
187, 1437, 65, 9
188, 210, 34, 19
189, 414, 6, 13
190, 518, 52, 4
191, 1386, 9, 6
192, 1704, 19, 11
193, 1145, 18, 11
194, 1551, 37, 12
195, 1175, 96, 9
196, 230, 1, 20
197, 940, 91, 15
198, 1673, 84, 4
199, 734, 91, 3
200, 258, 38, 8
201, 141, 12, 12
202, 874, 18, 16
203, 1225, 5, 15
204, 1354, 48, 8
205, 771, 16, 13
206, 453, 30, 13
207, 778, 15, 14
208, 292, 2, 5
209, 86, 35, 17
210, 1937, 99, 4
211, 817, 6, 20
212, 1453, 34, 20
213, 1617, 13, 16
214, 461, 10, 13
215, 321, 6, 15
216, 1203, 72, 16
217, 77, 72, 15
218, 900, 22, 20
219, 1105, 56, 16
220, 404, 3, 9
221, 674, 49, 1
222, 246, 55, 8
223, 1207, 72, 6
224, 630, 86, 20
225, 1321, 63, 4
226, 1525, 40, 1
227, 511, 74, 9
228, 422, 20, 16
229, 1330, 67, 14
230, 1517, 95, 8
231, 634, 37, 18
232, 751, 27, 14
233, 1158, 1, 6
234, 521, 77, 12
235, 366, 60, 1
236, 1648, 100, 19
237, 1557, 53, 15
238, 187, 17, 14
239, 395, 5, 18
240, 683, 72, 10
241, 1478, 96, 16
242, 599, 12, 17
243, 656, 55, 2
244, 331, 20, 7
245, 747, 57, 8
246, 1408, 40, 5
247, 643, 9, 20
248, 1599, 31, 16
249, 1627, 30, 8
250, 62, 71, 5
251, 927, 33, 9
252, 1401, 32, 5
253, 304, 38, 2
254, 863, 28, 11
255, 1635, 95, 4
256, 1322, 82, 8
257, 1737, 23, 19
258, 276, 51, 7
259, 1896, 75, 14
260, 990, 20, 4
261, 791, 80, 13
262, 1107, 32, 6
263, 309, 4, 7
264, 335, 57, 10
265, 407, 39, 8
266, 633, 16, 6
267, 710, 36, 7
268, 1746, 25, 18
269, 372, 57, 16
270, 1382, 67, 17
271, 1144, 42, 20
272, 1276, 50, 19
273, 1740, 43, 4
274, 14, 92, 17
275, 846, 64, 12
276, 1675, 96, 11
277, 1614, 54, 4
278, 1051, 83, 7
279, 222, 46, 6
280, 1390, 97, 5
281, 513, 22, 5
282, 947, 65, 6
283, 83, 44, 19
284, 1721, 60, 11
285, 356, 65, 8
286, 897, 10, 3
287, 1982, 53, 10
288, 1421, 34, 11
289, 1355, 99, 6
290, 1335, 4, 19
291, 1891, 100, 14
292, 1111, 12, 6
293, 1834, 6, 15
294, 1563, 33, 18
295, 1979, 91, 3
296, 389, 4, 19
297, 929, 95, 5
298, 1590, 19, 11
299, 1048, 86, 10
300, 966, 20, 8
301, 754, 61, 2
302, 615, 3, 17
303, 1067, 93, 18
304, 332, 28, 8
305, 1976, 2, 15
306, 217, 30, 12
307, 859, 12, 12
308, 1766, 2, 7
309, 90, 35, 18
310, 1641, 85, 15
311, 1434, 56, 11
312, 1867, 32, 15
313, 1116, 98, 19
314, 958, 11, 14
315, 265, 13, 7
316, 1929, 91, 2
317, 350, 23, 17
318, 1363, 38, 11
319, 1969, 11, 1
320, 1983, 2, 4
321, 933, 63, 6
322, 903, 43, 9
323, 1726, 43, 2
324, 1491, 100, 10
325, 156, 58, 8
326, 1707, 14, 12
327, 1683, 38, 5
328, 1013, 92, 16
329, 1469, 83, 15
330, 551, 19, 1
331, 85, 46, 18
332, 1333, 88, 9
333, 1194, 93, 8
334, 1609, 25, 9
335, 160, 79, 15
336, 325, 18, 15
337, 299, 98, 7
338, 785, 1, 3
339, 917, 17, 17
340, 540, 94, 3
341, 1710, 75, 6
342, 1661, 28, 5
343, 901, 13, 19
344, 1410, 39, 2
345, 1615, 25, 16
346, 99, 88, 16
347, 1344, 88, 18
348, 749, 67, 7
349, 605, 24, 6
350, 1801, 74, 20
351, 1025, 45, 3
352, 1779, 81, 17
353, 1508, 70, 12
354, 685, 78, 1
355, 2000, 12, 8
356, 109, 96, 4
357, 1466, 52, 7
358, 952, 100, 11
359, 220, 5, 5
360, 1416, 52, 2
361, 1314, 92, 12
362, 1446, 60, 9
363, 1955, 13, 17
364, 84, 25, 20
365, 1324, 2, 15
366, 1920, 45, 4
367, 9, 85, 9
368, 1531, 72, 12
369, 148, 51, 5
370, 1332, 47, 2
371, 403, 20, 15
372, 219, 64, 19
373, 860, 80, 14
374, 1495, 23, 10
375, 1163, 94, 7
376, 1909, 65, 13
377, 680, 72, 6
378, 338, 64, 8
379, 324, 33, 7
380, 430, 32, 11
381, 75, 47, 2
382, 396, 99, 1
383, 1087, 36, 5
384, 786, 22, 16
385, 1892, 25, 15
386, 1591, 52, 12
387, 1080, 49, 14
388, 1629, 31, 18
389, 1688, 31, 11
390, 1914, 78, 5
391, 733, 47, 17
392, 1681, 27, 16
393, 1375, 97, 14
394, 1756, 16, 19
395, 214, 12, 10
396, 228, 33, 8
397, 1986, 76, 2
398, 639, 23, 20
399, 1654, 95, 10
400, 198, 51, 2
401, 1692, 22, 16
402, 564, 9, 14
403, 728, 16, 17
404, 1747, 87, 16
405, 1939, 13, 4
406, 1868, 97, 10
407, 1866, 38, 16
408, 1373, 23, 17
409, 42, 41, 11
410, 736, 67, 3
411, 956, 16, 6
412, 1572, 70, 16
413, 1633, 15, 20
414, 416, 20, 13
415, 631, 59, 13
416, 1975, 90, 5
417, 1977, 85, 14
418, 1197, 58, 12
419, 353, 47, 4
420, 1750, 51, 1
421, 1486, 38, 1
422, 1593, 84, 5
423, 1989, 72, 10
424, 127, 45, 14
425, 1012, 15, 19
426, 315, 90, 1
427, 924, 28, 10
428, 1041, 93, 1
429, 182, 16, 20
430, 179, 45, 3
431, 537, 41, 10
432, 864, 24, 1
433, 738, 24, 20
434, 1888, 64, 15
435, 937, 49, 20
436, 421, 96, 8
437, 380, 20, 2
438, 587, 69, 7
439, 302, 37, 9
440, 814, 43, 15
441, 1900, 20, 12
442, 604, 49, 18
443, 1682, 92, 6
444, 1500, 45, 8
445, 462, 70, 18
446, 1349, 58, 18
447, 1020, 10, 6
448, 724, 87, 3
449, 1778, 29, 2
450, 1942, 60, 5
451, 651, 43, 8
452, 1884, 63, 14
453, 1547, 78, 12
454, 723, 99, 13
455, 1136, 11, 20
456, 652, 76, 9
457, 1312, 85, 4
458, 1787, 88, 7
459, 322, 88, 17
460, 1343, 52, 8
461, 610, 95, 1
462, 1100, 7, 1
463, 1510, 31, 16
464, 250, 61, 5
465, 1444, 8, 18
466, 428, 51, 11
467, 664, 70, 2
468, 659, 100, 13
469, 1377, 43, 17
470, 1871, 10, 14
471, 28, 16, 10
472, 993, 74, 13
473, 1063, 29, 10
474, 1385, 48, 4
475, 1852, 84, 12
476, 1717, 22, 14
477, 455, 40, 6
478, 349, 94, 3
479, 1533, 23, 9
480, 635, 87, 12
481, 310, 14, 1
482, 1433, 72, 14
483, 1564, 90, 11
484, 1845, 81, 16
485, 748, 17, 8
486, 305, 74, 10
487, 1094, 37, 10
488, 390, 18, 11
489, 623, 14, 5
490, 962, 28, 16
491, 1999, 82, 8
492, 1192, 19, 13
493, 1346, 87, 20
494, 211, 47, 10
495, 386, 14, 14
496, 1612, 45, 3
497, 6, 17, 13
498, 1248, 54, 13
499, 1603, 13, 15
500, 158, 65, 1
501, 907, 54, 6
502, 1542, 60, 5
503, 171, 17, 6
504, 1425, 95, 16
505, 135, 34, 6
506, 1911, 67, 4
507, 1553, 32, 9
508, 545, 6, 14
509, 1694, 58, 3
510, 76, 66, 17
511, 1262, 73, 8
512, 1450, 35, 4
513, 1370, 63, 18
514, 1102, 39, 12
515, 1555, 66, 20
516, 1558, 6, 11
517, 363, 67, 14
518, 1960, 44, 2
519, 665, 67, 1
520, 1267, 36, 16
521, 1249, 94, 4
522, 1046, 60, 6
523, 1919, 12, 17
524, 1931, 4, 18
525, 1894, 29, 5
526, 1155, 86, 13
527, 1457, 20, 19
528, 51, 80, 2
529, 565, 10, 1
530, 1082, 91, 12
531, 59, 51, 8
532, 1702, 85, 15
533, 184, 83, 12
534, 802, 62, 1
535, 744, 45, 17
536, 1893, 93, 20
537, 976, 46, 16
538, 449, 45, 15
539, 851, 94, 10
540, 553, 55, 10
541, 718, 22, 5
542, 1389, 40, 8
543, 1438, 62, 9
544, 759, 36, 12
545, 1826, 94, 3
546, 1464, 82, 2
547, 1109, 38, 5
548, 1821, 54, 16
549, 348, 25, 3
550, 1182, 13, 12
551, 1527, 5, 4
552, 1170, 81, 20
553, 1360, 58, 4
554, 1764, 6, 15
555, 1000, 90, 8
556, 336, 17, 18
557, 1575, 8, 13
558, 1832, 68, 19
559, 1640, 90, 16
560, 1238, 65, 16
561, 1687, 28, 19
562, 618, 52, 19
563, 381, 99, 1
564, 884, 82, 20
565, 33, 29, 12
566, 1586, 74, 18
567, 865, 34, 4
568, 577, 27, 3
569, 1280, 88, 17
570, 803, 35, 15
571, 1118, 7, 17
572, 1729, 28, 6
573, 1070, 79, 14
574, 819, 3, 11
575, 1323, 11, 14
576, 1828, 25, 14
577, 387, 44, 15
578, 886, 37, 13
579, 516, 8, 6
580, 628, 32, 5
581, 1403, 6, 3
582, 1441, 14, 11
583, 1164, 7, 16
584, 1033, 7, 3
585, 122, 24, 14
586, 1328, 12, 14
587, 1751, 27, 4
588, 1498, 10, 18
589, 244, 78, 6
590, 293, 61, 3
591, 983, 75, 2
592, 205, 87, 5
593, 1655, 15, 12
594, 1342, 18, 19
595, 842, 89, 19
596, 1357, 3, 17
597, 1244, 52, 8
598, 1944, 99, 17
599, 959, 98, 2
600, 547, 51, 13
601, 1341, 31, 14
602, 300, 92, 14
603, 1247, 4, 10
604, 596, 59, 18
605, 835, 72, 1
606, 124, 64, 1
607, 173, 65, 3
608, 23, 24, 14
609, 829, 34, 19
610, 174, 39, 2
611, 991, 3, 1
612, 1652, 70, 17
613, 1226, 23, 9
614, 100, 64, 18
615, 1945, 67, 4
616, 69, 5, 1
617, 111, 8, 6
618, 672, 67, 15
619, 1872, 97, 11
620, 433, 53, 1
621, 1987, 28, 5
622, 558, 21, 18
623, 494, 61, 13
624, 493, 42, 15
625, 93, 82, 10
626, 1670, 12, 6
627, 1568, 15, 7
628, 172, 3, 1
629, 1577, 18, 15
630, 294, 6, 11
631, 48, 81, 17
632, 967, 89, 6
633, 1536, 63, 11
634, 133, 86, 13
635, 1902, 93, 8
636, 1034, 73, 14
637, 139, 48, 13
638, 1368, 8, 7
639, 1515, 49, 7
640, 792, 95, 17
641, 1497, 48, 4
642, 1791, 41, 8
643, 1916, 37, 3
644, 120, 59, 9
645, 1380, 51, 9
646, 1858, 54, 19
647, 1165, 90, 13
648, 32, 11, 20
649, 68, 32, 17
650, 1842, 4, 18
651, 581, 22, 9
652, 1745, 89, 2
653, 1571, 67, 1
654, 1922, 23, 4
655, 1855, 71, 5
656, 655, 92, 10
657, 1268, 42, 14
658, 1705, 62, 6
659, 1716, 18, 10
660, 1840, 24, 19
661, 283, 96, 12
662, 1035, 89, 8
663, 1440, 88, 7
664, 637, 10, 1
665, 466, 56, 17
666, 247, 80, 16
667, 1399, 68, 5
668, 137, 61, 1
669, 720, 2, 14
670, 1371, 58, 15
671, 424, 88, 5
672, 1738, 59, 19
673, 888, 38, 9
674, 711, 10, 11
675, 1504, 80, 12
676, 1123, 35, 10
677, 38, 23, 13
678, 4, 51, 16
679, 176, 19, 7
680, 181, 77, 4
681, 259, 27, 18
682, 1876, 29, 12
683, 207, 67, 7
684, 343, 18, 5
685, 918, 40, 12
686, 1513, 50, 17
687, 330, 93, 5
688, 420, 45, 9
689, 1889, 30, 4
690, 202, 42, 2
691, 24, 54, 13
692, 1540, 36, 3
693, 1765, 2, 11
694, 1760, 7, 17
695, 1470, 68, 2
696, 700, 70, 10
697, 1744, 36, 16
698, 1786, 98, 13
699, 30, 68, 7
700, 1967, 15, 8
701, 1261, 68, 18
702, 1334, 52, 19
703, 632, 85, 7
704, 978, 7, 14
705, 879, 93, 14
706, 1715, 95, 15
707, 1411, 40, 18
708, 1734, 30, 13
709, 342, 78, 10
710, 1660, 37, 1
711, 1743, 48, 18
712, 441, 42, 12
713, 905, 66, 14
714, 1908, 81, 15
715, 1947, 6, 17
716, 117, 56, 16
717, 286, 35, 3
718, 1188, 97, 16
719, 1272, 60, 9
720, 1853, 15, 1
721, 812, 34, 8
722, 936, 100, 4
723, 1099, 88, 7
724, 1307, 10, 11
725, 1953, 86, 11
726, 1325, 90, 4
727, 2, 59, 5
728, 1714, 58, 14
729, 1800, 41, 13
730, 1029, 27, 5
731, 1625, 35, 2
732, 1054, 54, 12
733, 1251, 10, 14
734, 622, 7, 15
735, 597, 1, 20
736, 20, 52, 15
737, 603, 76, 18
738, 1352, 46, 19
739, 43, 66, 15
740, 1904, 24, 9
741, 1148, 64, 10
742, 1795, 57, 3
743, 1752, 6, 15
744, 671, 22, 4
745, 163, 3, 13
746, 1776, 66, 18
747, 676, 77, 16
748, 1538, 66, 17
749, 1234, 50, 4
750, 1597, 30, 2
751, 1507, 45, 13
752, 201, 99, 14
753, 1162, 84, 19
754, 333, 51, 8
755, 1252, 59, 17
756, 216, 10, 20
757, 1814, 96, 2
758, 988, 19, 18
759, 1173, 60, 3
760, 251, 63, 7
761, 1085, 62, 12
762, 316, 31, 2
763, 1839, 31, 8
764, 1817, 41, 13
765, 1243, 11, 16
766, 1133, 77, 3
767, 269, 73, 19
768, 1212, 90, 11
769, 314, 39, 20
770, 502, 4, 6
771, 55, 92, 13
772, 653, 5, 4
773, 1180, 3, 17
774, 301, 5, 17
775, 1997, 89, 5
776, 1775, 46, 19
777, 80, 36, 10
778, 1310, 14, 10
779, 995, 26, 4
780, 684, 7, 18
781, 471, 57, 1
782, 872, 53, 7
783, 102, 96, 17
784, 939, 2, 10
785, 482, 27, 10
786, 1759, 61, 12
787, 813, 16, 14
788, 370, 42, 8
789, 1296, 90, 18
790, 306, 46, 10
791, 1028, 65, 1
792, 775, 22, 5
793, 29, 54, 13
794, 687, 16, 16
795, 307, 51, 17
796, 1680, 98, 3
797, 818, 3, 3
798, 410, 19, 12
799, 256, 6, 7
800, 1666, 49, 11
801, 1886, 85, 3
802, 1701, 91, 10
803, 1813, 32, 12
804, 968, 58, 9
805, 223, 54, 13
806, 1181, 92, 19
807, 237, 19, 16
808, 1657, 54, 7
809, 762, 94, 14
810, 1881, 93, 5
811, 827, 61, 17
812, 660, 26, 15
813, 756, 66, 8
814, 909, 12, 8
815, 41, 25, 16
816, 63, 29, 6
817, 1870, 95, 8
818, 1798, 19, 11
819, 206, 44, 8
820, 64, 16, 8
821, 1630, 8, 5
822, 1250, 77, 19
823, 1877, 63, 2
824, 1941, 68, 10
825, 666, 76, 11
826, 1374, 78, 5
827, 116, 21, 16
828, 1600, 77, 18
829, 11, 94, 3
830, 479, 19, 18
831, 1878, 39, 5
832, 1458, 65, 13
833, 1069, 76, 5
834, 998, 19, 17
835, 574, 81, 17
836, 861, 82, 7
837, 180, 50, 11
838, 796, 11, 14
839, 1968, 6, 18
840, 779, 36, 15
841, 838, 42, 18
842, 719, 68, 4
843, 1154, 22, 12
844, 1820, 37, 20
845, 1303, 9, 1
846, 640, 57, 5
847, 1043, 8, 16
848, 295, 6, 10
849, 1494, 19, 9
850, 949, 69, 11
851, 1220, 16, 6
852, 1930, 37, 6
853, 1556, 47, 17
854, 192, 57, 2
855, 239, 43, 19
856, 37, 88, 1
857, 1086, 60, 18
858, 1095, 84, 10
859, 320, 67, 20
860, 1619, 4, 1
861, 27, 75, 16
862, 552, 79, 18
863, 1140, 91, 12
864, 832, 7, 19
865, 883, 96, 5
866, 1232, 99, 14
867, 530, 98, 12
868, 1634, 82, 17
869, 1788, 67, 15
870, 1938, 17, 19
871, 854, 61, 1
872, 1072, 17, 2
873, 263, 58, 12
874, 542, 21, 20
875, 1767, 40, 15
876, 262, 93, 5
877, 847, 18, 17
878, 1879, 89, 20
879, 1730, 41, 16
880, 1785, 20, 20
881, 957, 34, 13
882, 159, 91, 19
883, 989, 90, 5
884, 1246, 50, 5
885, 1146, 45, 10
886, 543, 43, 14
887, 1604, 27, 4
888, 1595, 67, 9
889, 1198, 90, 9
890, 1301, 9, 5
891, 1611, 93, 8
892, 1854, 52, 7
893, 760, 69, 8
894, 427, 88, 18
895, 890, 1, 10
896, 1132, 45, 2
897, 1566, 82, 20
898, 1007, 93, 19
899, 697, 58, 13
900, 297, 48, 3
901, 891, 11, 18
902, 538, 88, 7
903, 646, 29, 5
904, 729, 40, 3
905, 1935, 10, 19
906, 1850, 59, 2
907, 1663, 68, 14
908, 72, 63, 9
909, 592, 18, 7
910, 1882, 3, 10
911, 1782, 48, 7
912, 418, 36, 19
913, 1838, 9, 12
914, 1315, 47, 9
915, 1285, 50, 4
916, 930, 88, 14
917, 657, 46, 13
918, 1880, 98, 14
919, 481, 45, 18
920, 533, 87, 2
921, 177, 95, 9
922, 12, 70, 18
923, 1956, 99, 7
924, 1587, 86, 4
925, 229, 31, 6
926, 612, 94, 11
927, 164, 83, 18
928, 1685, 40, 4
929, 448, 20, 1
930, 500, 90, 4
931, 624, 12, 3
932, 594, 92, 10
933, 204, 94, 14
934, 1137, 11, 3
935, 1392, 69, 13
936, 1356, 6, 1
937, 415, 20, 8
938, 446, 85, 20
939, 642, 47, 15
940, 226, 65, 12
941, 1567, 45, 3
942, 1279, 100, 15
943, 971, 64, 11
944, 1016, 32, 19
945, 1959, 32, 7
946, 57, 73, 9
947, 1283, 98, 7
948, 1526, 100, 13
949, 1827, 15, 14
950, 1528, 22, 10
951, 707, 69, 9
952, 1957, 75, 15
953, 667, 71, 20
954, 218, 66, 20
955, 1644, 36, 17
956, 845, 33, 2
957, 731, 35, 8
958, 849, 27, 3
959, 504, 6, 15
960, 1311, 19, 15
961, 535, 14, 6
962, 19, 36, 12
963, 1050, 70, 4
964, 200, 43, 8
965, 706, 82, 16
966, 784, 17, 13
967, 1340, 59, 1
968, 1222, 91, 11
969, 1130, 89, 6
970, 926, 8, 12
971, 1543, 36, 16
972, 426, 24, 3
973, 147, 25, 6
974, 1616, 22, 13
975, 429, 61, 17
976, 522, 66, 6
977, 1160, 76, 6
978, 871, 84, 2
979, 255, 84, 19
980, 1777, 72, 16
981, 472, 30, 6
982, 1309, 76, 2
983, 365, 97, 8
984, 1242, 17, 16
985, 339, 30, 6
986, 1110, 13, 15
987, 15, 96, 6
988, 999, 53, 10
989, 1829, 38, 3
990, 1520, 22, 3
991, 1394, 54, 13
992, 1292, 5, 10
993, 1980, 87, 1
994, 1631, 47, 7
995, 1204, 3, 7
996, 162, 29, 10
997, 1465, 76, 6
998, 355, 28, 8
999, 1769, 24, 10
1000, 1650, 2, 18
1001, 794, 51, 4
1002, 852, 26, 19
1003, 764, 7, 9
1004, 1431, 62, 12
1005, 904, 33, 3
1006, 1412, 4, 12
1007, 804, 79, 7
1008, 752, 23, 3
1009, 1963, 4, 20
1010, 1213, 20, 7
1011, 270, 82, 10
1012, 1367, 84, 1
1013, 454, 5, 19
1014, 423, 11, 11
1015, 1927, 46, 4
1016, 1011, 56, 12
1017, 964, 51, 4
1018, 1125, 38, 17
1019, 1799, 78, 11
1020, 1068, 76, 16
1021, 268, 74, 5
1022, 1435, 71, 12
1023, 1613, 92, 5
1024, 1824, 97, 1
1025, 1428, 66, 2
1026, 1329, 15, 20
1027, 670, 96, 4
1028, 881, 13, 3
1029, 1755, 50, 2
1030, 1407, 89, 8
1031, 1398, 48, 12
1032, 892, 76, 10
1033, 595, 7, 6
1034, 620, 50, 5
1035, 257, 36, 12
1036, 572, 92, 7
1037, 129, 41, 7
1038, 1695, 54, 18
1039, 384, 76, 8
1040, 1166, 98, 5
1041, 435, 66, 16
1042, 1537, 20, 1
1043, 402, 76, 5
1044, 1653, 76, 9
1045, 709, 52, 1
1046, 1833, 74, 8
1047, 313, 100, 14
1048, 662, 90, 1
1049, 841, 49, 6
1050, 1326, 55, 15
1051, 619, 89, 18
1052, 1467, 8, 2
1053, 1365, 5, 7
1054, 1580, 64, 7
1055, 161, 50, 13
1056, 869, 16, 20
1057, 1647, 45, 11
1058, 326, 63, 15
1059, 766, 72, 13
1060, 1643, 39, 8
1061, 89, 16, 1
1062, 943, 14, 18
1063, 323, 66, 17
1064, 1042, 23, 6
1065, 1378, 83, 8
1066, 444, 94, 9
1067, 392, 42, 7
1068, 401, 28, 15
1069, 503, 99, 12
1070, 167, 43, 17
1071, 1669, 72, 5
1072, 1519, 94, 14
1073, 1079, 97, 19
1074, 1753, 73, 17
1075, 1606, 24, 17
1076, 279, 71, 7
1077, 1739, 52, 8
1078, 1913, 26, 9
1079, 438, 37, 13
1080, 54, 97, 6
1081, 1295, 44, 20
1082, 979, 46, 17
1083, 1628, 46, 19
1084, 1954, 38, 18
1085, 1221, 91, 6
1086, 1447, 87, 4
1087, 71, 9, 20
1088, 61, 24, 20
1089, 1120, 32, 7
1090, 828, 38, 18
1091, 1039, 98, 12
1092, 234, 40, 13
1093, 1427, 28, 10
1094, 1432, 62, 1
1095, 953, 74, 10
1096, 928, 93, 14
1097, 189, 7, 20
1098, 434, 98, 11
1099, 772, 73, 20
1100, 1783, 15, 4
1101, 960, 3, 12
1102, 1077, 24, 12
1103, 702, 13, 4
1104, 1672, 92, 13
1105, 1484, 64, 5
1106, 1014, 11, 1
1107, 352, 48, 16
1108, 532, 83, 20
1109, 1128, 58, 1
1110, 408, 58, 10
1111, 699, 44, 16
1112, 649, 47, 9
1113, 101, 47, 17
1114, 944, 55, 11
1115, 1190, 36, 20
1116, 1031, 100, 18
1117, 1501, 32, 14
1118, 816, 45, 15
1119, 789, 67, 1
1120, 1539, 25, 1
1121, 1171, 2, 13
1122, 566, 50, 14
1123, 157, 3, 8
1124, 1646, 49, 12
1125, 658, 52, 1
1126, 627, 39, 8
1127, 1736, 66, 10
1128, 1642, 29, 13
1129, 1224, 39, 6
1130, 568, 39, 8
1131, 1076, 59, 18
1132, 79, 23, 20
1133, 303, 94, 12
1134, 40, 42, 15
1135, 1299, 11, 16
1136, 188, 74, 15
1137, 8, 73, 11
1138, 1774, 65, 11
1139, 1901, 64, 10
1140, 439, 56, 1
1141, 1179, 69, 6
1142, 266, 20, 18
1143, 613, 20, 4
1144, 1950, 5, 14
1145, 1396, 82, 5
1146, 437, 4, 17
1147, 1206, 77, 7
1148, 648, 97, 19
1149, 1351, 19, 18
1150, 73, 89, 14
1151, 1570, 40, 12
1152, 1195, 51, 12
1153, 398, 30, 12
1154, 1480, 9, 20
1155, 908, 33, 3
1156, 165, 97, 13
1157, 1709, 64, 8
1158, 1131, 1, 5
1159, 125, 60, 8
1160, 1383, 27, 2
1161, 882, 98, 3
1162, 520, 98, 5
1163, 103, 92, 12
1164, 1209, 71, 13
1165, 1277, 40, 20
1166, 721, 56, 13
1167, 154, 87, 2
1168, 625, 36, 19
1169, 678, 83, 17
1170, 571, 58, 12
1171, 467, 93, 3
1172, 1548, 76, 1
1173, 696, 61, 9
1174, 96, 20, 5
1175, 49, 26, 12
1176, 1825, 86, 11
1177, 1724, 69, 3
1178, 1664, 32, 20
1179, 1706, 90, 9
1180, 525, 12, 13
1181, 732, 13, 17
1182, 1691, 48, 2
1183, 868, 50, 6
1184, 1735, 17, 1
1185, 106, 11, 20
1186, 1257, 84, 8
1187, 781, 3, 7
1188, 1831, 16, 6
1189, 770, 5, 10
1190, 405, 86, 7
1191, 763, 54, 15
1192, 143, 72, 2
1193, 601, 96, 2
1194, 1141, 89, 9
1195, 1502, 92, 9
1196, 1143, 82, 7
1197, 1210, 86, 12
1198, 369, 62, 8
1199, 1518, 93, 5
